regiao,semana_epidemiologica,anos_disponiveis,casos_media,casos_mediana,incidencia_media_100mil,incidencia_mediana_100mil,incidencia_q25_100mil,incidencia_q75_100mil,incidencia_minima_100mil,incidencia_maxima_100mil
Sudeste,15,10,55499.4,40490.0,63.23814321613897,47.245162084781754,13.478074341235631,67.37692772718012,1.72743523917744,301.226528205829
Sudeste,16,10,50224.6,36600.0,57.22830827516566,42.74957782387973,13.75860591271325,60.117308636092794,1.9793049578058417,266.88349921273624
Sudeste,17,10,47306.3,34886.0,53.89425818714003,40.787711252002836,11.81433888099145,53.80998435133826,1.6676305571286871,237.85317904856765
Sudeste,18,10,45637.7,31233.0,52.0073289367959,35.52391632394534,10.209906056342444,52.623397613815065,1.7561874901624175,237.00459004275817
Sudeste,19,10,43592.4,24000.0,49.62020762597549,28.13507282260389,8.618367859838889,47.659555202741664,1.4801658807066347,238.39257471981358
Sudeste,20,10,37386.2,16261.0,42.51286867170511,19.05848675849814,6.8279965045453554,39.34098420541281,1.3237536353483579,212.9371614311828
Sudeste,21,10,28144.5,10264.5,31.972704195158826,12.033652316459278,5.271484742224838,28.06721503403113,1.1362889589263052,160.63045107707782
Sudeste,22,10,19746.8,8481.5,22.457271545552505,9.949546441761981,4.17240569907448,21.493321098675327,1.2489977827874166,100.26778738191706
Sudeste,23,10,14175.2,6755.5,16.129853331175408,7.851888076450738,3.396973743244603,16.401070845086736,0.9810268036074277,67.03063235916105
Sudeste,24,10,11339.0,4794.0,12.900631142636712,5.573642652438033,2.395212753858998,13.716874476024405,0.7349075351760215,58.958880818529096
Sudeste,25,10,8771.7,4067.5,9.981486836408823,4.723320288190535,1.6451302428353398,10.418214407643555,0.7820612267913843,47.083148508503825
Sudeste,26,10,6626.3,3231.5,7.5405320447800435,3.7553400668281496,1.3380772091737383,7.724022569880415,0.6705024929696721,32.83430093356188
Sudeste,27,10,4790.5,2636.5,5.455587858202202,3.0639376563510208,1.1378490140935742,6.02289950519643,0.4853379966264179,22.03058930906721
Sudeste,28,10,3552.2,2305.5,4.050502718339688,2.678018393110101,0.997769758142792,5.048598165435893,0.4542855655626423,15.228335948668851
Sudeste,29,10,2793.6,1937.0,3.186336892683999,2.2492242615246356,0.8196201317224079,4.112334356081834,0.4301336747352613,12.014530777730808
Sudeste,30,10,2393.1,1728.5,2.7310389350215845,2.008743932719415,0.7030648326109503,3.671767498712562,0.3783796229623021,9.903214248648968
Sudeste,31,10,2104.0,1521.0,2.402982607785078,1.7673429160286351,0.6763907230514649,3.0991027712859847,0.4036816038290822,8.471220301345467
Sudeste,32,10,1793.4,1254.0,2.048298038109171,1.457577874799739,0.6271395700196406,2.579029718001763,0.3795297130017012,6.93879494245015
Sudeste,33,10,1627.2,1107.0,1.8584241777630979,1.2832334676748836,0.6158815490130812,2.4022357348923298,0.38988052335629303,6.072150851410677
Sudeste,34,10,1558.8,1005.5,1.7799945724087192,1.1653172868746742,0.6094023070835929,2.563429426950709,0.3795297130017012,5.747159317270875
